grammar, P1=0, P1=1, P1=*, P1=~, P2=0, P2=1, P2=*, P2=~, P3=0, P3=1, P3=*, P3=~, P4=0, P4=1, P4=*, P4=~, P5=0, P5=1, P5=*, P5=~, P6=0, P6=1, P6=*, P6=~, P7=0, P7=1, P7=*, P7=~, P8=0, P8=1, P8=*, P8=~, P9=0, P9=1, P9=*, P9=~, P10=0, P10=1, P10=*, P10=~, P11=0, P11=1, P11=*, P11=~, P12=0, P12=1, P12=*, P12=~, P13=0, P13=1, P13=*, P13=~
2269, 854, 0, 15, 265, 0, 997, 12, 125, 1064, 0, 27, 43, 24, 0, 372, 738, 24, 0, 75, 1035, 0, 24, 447, 663, 0, 0, 0, 1134, 72, 0, 12, 1050, 0, 432, 0, 702, 0, 524, 25, 585, 0, 657, 438, 39, 524, 0, 25, 585, 0, 0, 408, 726
2276, 360, 0, 1, 143, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 109, 365, 30, 0, 36, 438, 0, 30, 145, 329, 0, 0, 0, 504, 0, 54, 0, 450, 215, 0, 1, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2277, 360, 0, 1, 143, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 109, 365, 30, 0, 36, 438, 0, 30, 145, 329, 0, 0, 0, 504, 0, 54, 0, 450, 215, 0, 1, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2278, 360, 0, 1, 143, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 109, 365, 30, 0, 36, 438, 0, 30, 145, 329, 0, 0, 0, 504, 0, 54, 0, 450, 215, 0, 1, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2279, 360, 0, 1, 143, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 109, 365, 30, 0, 36, 438, 0, 30, 145, 329, 0, 0, 0, 504, 0, 54, 0, 450, 215, 0, 1, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2284, 707, 0, 14, 257, 0, 878, 14, 86, 915, 0, 22, 41, 60, 0, 225, 693, 60, 0, 75, 843, 0, 60, 300, 618, 0, 0, 1, 977, 0, 108, 0, 870, 423, 0, 9, 546, 0, 453, 18, 507, 0, 544, 395, 39, 453, 0, 18, 507, 0, 0, 372, 606
2285, 707, 0, 14, 257, 0, 878, 14, 86, 915, 0, 22, 41, 60, 0, 225, 693, 60, 0, 75, 843, 0, 60, 300, 618, 0, 0, 1, 977, 0, 108, 0, 870, 423, 0, 9, 546, 0, 453, 18, 507, 0, 544, 395, 39, 453, 0, 18, 507, 0, 0, 372, 606
2292, 360, 0, 0, 144, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2293, 360, 0, 0, 144, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2294, 360, 0, 0, 144, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2295, 360, 0, 0, 144, 0, 487, 2, 15, 466, 0, 2, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 280, 188, 36, 0, 0, 0, 504, 0, 0, 186, 318
2300, 707, 0, 8, 263, 0, 878, 12, 88, 915, 0, 20, 43, 60, 0, 216, 702, 60, 0, 75, 843, 0, 60, 291, 627, 0, 0, 0, 978, 0, 108, 0, 870, 0, 432, 0, 546, 0, 453, 18, 507, 0, 544, 395, 39, 453, 0, 18, 507, 0, 0, 372, 606
2301, 707, 0, 8, 263, 0, 878, 12, 88, 915, 0, 20, 43, 60, 0, 216, 702, 60, 0, 75, 843, 0, 60, 291, 627, 0, 0, 0, 978, 0, 108, 0, 870, 0, 432, 0, 546, 0, 453, 18, 507, 0, 544, 395, 39, 453, 0, 18, 507, 0, 0, 372, 606
4228, 0, 942, 36, 252, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 504, 678, 48, 0, 108, 1074, 0, 48, 609, 573, 648, 0, 0, 582, 81, 0, 21, 1128, 438, 0, 36, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4229, 0, 942, 36, 252, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 504, 678, 48, 0, 108, 1074, 0, 48, 609, 573, 648, 0, 0, 582, 81, 0, 21, 1128, 438, 0, 36, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4230, 0, 942, 36, 252, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 504, 678, 48, 0, 108, 1074, 0, 48, 609, 573, 648, 0, 0, 582, 81, 0, 21, 1128, 438, 0, 36, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4231, 0, 942, 36, 252, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 504, 678, 48, 0, 108, 1074, 0, 48, 609, 573, 648, 0, 0, 582, 81, 0, 21, 1128, 438, 0, 36, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4236, 0, 1850, 87, 535, 2250, 0, 80, 142, 1703, 0, 707, 62, 96, 0, 1013, 1363, 96, 0, 240, 2136, 0, 96, 1247, 1129, 1296, 0, 1, 1175, 162, 0, 42, 2268, 871, 0, 77, 1524, 0, 1075, 143, 1254, 0, 0, 2412, 60, 1075, 0, 143, 1254, 0, 0, 1704, 768
4237, 0, 1850, 87, 535, 2250, 0, 80, 142, 1703, 0, 707, 62, 96, 0, 1013, 1363, 96, 0, 240, 2136, 0, 96, 1247, 1129, 1296, 0, 1, 1175, 162, 0, 42, 2268, 871, 0, 77, 1524, 0, 1075, 143, 1254, 0, 0, 2412, 60, 1075, 0, 143, 1254, 0, 0, 1704, 768
4244, 0, 942, 0, 288, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4245, 0, 942, 0, 288, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4246, 0, 942, 0, 288, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4247, 0, 942, 0, 288, 1195, 0, 16, 19, 852, 0, 342, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 0, 1194, 36, 0, 0, 0, 1230, 0, 0, 852, 378
4252, 0, 1850, 15, 607, 2250, 0, 78, 144, 1703, 0, 705, 64, 96, 0, 936, 1440, 96, 0, 240, 2136, 0, 96, 1176, 1200, 1296, 0, 0, 1176, 162, 0, 36, 2274, 0, 948, 0, 1524, 0, 1075, 143, 1254, 0, 0, 2412, 60, 1075, 0, 143, 1254, 0, 0, 1704, 768
4253, 0, 1850, 15, 607, 2250, 0, 78, 144, 1703, 0, 705, 64, 96, 0, 936, 1440, 96, 0, 240, 2136, 0, 96, 1176, 1200, 1296, 0, 0, 1176, 162, 0, 36, 2274, 0, 948, 0, 1524, 0, 1075, 143, 1254, 0, 0, 2412, 60, 1075, 0, 143, 1254, 0, 0, 1704, 768
4260, 0, 780, 36, 252, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 297, 660, 111, 0, 108, 849, 0, 111, 402, 555, 564, 0, 0, 504, 0, 144, 3, 921, 438, 0, 36, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4261, 0, 780, 36, 252, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 297, 660, 111, 0, 108, 849, 0, 111, 402, 555, 564, 0, 0, 504, 0, 144, 3, 921, 438, 0, 36, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4262, 0, 780, 36, 252, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 297, 660, 111, 0, 108, 849, 0, 111, 402, 555, 564, 0, 0, 504, 0, 144, 3, 921, 438, 0, 36, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4263, 0, 780, 36, 252, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 297, 660, 111, 0, 108, 849, 0, 111, 402, 555, 564, 0, 0, 504, 0, 144, 3, 921, 438, 0, 36, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4268, 0, 1541, 80, 527, 1997, 0, 54, 97, 1499, 0, 587, 62, 222, 0, 599, 1327, 222, 0, 240, 1686, 0, 222, 833, 1093, 1128, 0, 1, 1019, 0, 288, 6, 1854, 871, 0, 77, 1200, 0, 939, 117, 1092, 0, 0, 2088, 60, 939, 0, 117, 1092, 0, 0, 1500, 648
4269, 0, 1541, 80, 527, 1997, 0, 54, 97, 1499, 0, 587, 62, 222, 0, 599, 1327, 222, 0, 240, 1686, 0, 222, 833, 1093, 1128, 0, 1, 1019, 0, 288, 6, 1854, 871, 0, 77, 1200, 0, 939, 117, 1092, 0, 0, 2088, 60, 939, 0, 117, 1092, 0, 0, 1500, 648
4276, 0, 780, 0, 288, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4277, 0, 780, 0, 288, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4278, 0, 780, 0, 288, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4279, 0, 780, 0, 288, 1045, 0, 10, 13, 750, 0, 282, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 0, 1032, 36, 0, 0, 0, 1068, 0, 0, 750, 318
4284, 0, 1541, 8, 599, 1997, 0, 52, 99, 1499, 0, 585, 64, 222, 0, 522, 1404, 222, 0, 240, 1686, 0, 222, 762, 1164, 1128, 0, 0, 1020, 0, 288, 0, 1860, 0, 948, 0, 1200, 0, 939, 117, 1092, 0, 0, 2088, 60, 939, 0, 117, 1092, 0, 0, 1500, 648
4285, 0, 1541, 8, 599, 1997, 0, 52, 99, 1499, 0, 585, 64, 222, 0, 522, 1404, 222, 0, 240, 1686, 0, 222, 762, 1164, 1128, 0, 0, 1020, 0, 288, 0, 1860, 0, 948, 0, 1200, 0, 939, 117, 1092, 0, 0, 2088, 60, 939, 0, 117, 1092, 0, 0, 1500, 648
4292, 0, 438, 36, 108, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 222, 348, 12, 0, 36, 534, 0, 12, 255, 315, 0, 0, 0, 582, 36, 0, 9, 537, 180, 0, 36, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4293, 0, 438, 36, 108, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 222, 348, 12, 0, 36, 534, 0, 12, 255, 315, 0, 0, 0, 582, 36, 0, 9, 537, 180, 0, 36, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4294, 0, 438, 36, 108, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 222, 348, 12, 0, 36, 534, 0, 12, 255, 315, 0, 0, 0, 582, 36, 0, 9, 537, 180, 0, 36, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4295, 0, 438, 36, 108, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 222, 348, 12, 0, 36, 534, 0, 12, 255, 315, 0, 0, 0, 582, 36, 0, 9, 537, 180, 0, 36, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4300, 0, 854, 87, 235, 1038, 0, 80, 58, 407, 0, 707, 62, 24, 0, 449, 703, 24, 0, 96, 1056, 0, 24, 539, 613, 0, 0, 1, 1175, 72, 0, 18, 1086, 355, 0, 77, 744, 0, 427, 143, 606, 0, 0, 1116, 60, 427, 0, 143, 606, 0, 0, 408, 768
4301, 0, 854, 87, 235, 1038, 0, 80, 58, 407, 0, 707, 62, 24, 0, 449, 703, 24, 0, 96, 1056, 0, 24, 539, 613, 0, 0, 1, 1175, 72, 0, 18, 1086, 355, 0, 77, 744, 0, 427, 143, 606, 0, 0, 1116, 60, 427, 0, 143, 606, 0, 0, 408, 768
4308, 0, 438, 0, 144, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 186, 384, 12, 0, 36, 534, 0, 12, 222, 348, 0, 0, 0, 582, 36, 0, 6, 540, 0, 216, 0, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4309, 0, 438, 0, 144, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 186, 384, 12, 0, 36, 534, 0, 12, 222, 348, 0, 0, 0, 582, 36, 0, 6, 540, 0, 216, 0, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4310, 0, 438, 0, 144, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 186, 384, 12, 0, 36, 534, 0, 12, 222, 348, 0, 0, 0, 582, 36, 0, 6, 540, 0, 216, 0, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4311, 0, 438, 0, 144, 558, 0, 16, 8, 204, 0, 342, 36, 12, 0, 186, 384, 12, 0, 36, 534, 0, 12, 222, 348, 0, 0, 0, 582, 36, 0, 6, 540, 0, 216, 0, 366, 0, 0, 0, 582, 0, 0, 546, 36, 0, 0, 0, 582, 0, 0, 204, 378
4316, 0, 854, 15, 307, 1038, 0, 78, 60, 407, 0, 705, 64, 24, 0, 372, 780, 24, 0, 96, 1056, 0, 24, 468, 684, 0, 0, 0, 1176, 72, 0, 12, 1092, 0, 432, 0, 744, 0, 427, 143, 606, 0, 0, 1116, 60, 427, 0, 143, 606, 0, 0, 408, 768
4317, 0, 854, 15, 307, 1038, 0, 78, 60, 407, 0, 705, 64, 24, 0, 372, 780, 24, 0, 96, 1056, 0, 24, 468, 684, 0, 0, 0, 1176, 72, 0, 12, 1092, 0, 432, 0, 744, 0, 427, 143, 606, 0, 0, 1116, 60, 427, 0, 143, 606, 0, 0, 408, 768
4324, 0, 360, 36, 108, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 144, 330, 30, 0, 36, 438, 0, 30, 177, 297, 0, 0, 0, 504, 0, 54, 3, 447, 180, 0, 36, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4325, 0, 360, 36, 108, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 144, 330, 30, 0, 36, 438, 0, 30, 177, 297, 0, 0, 0, 504, 0, 54, 3, 447, 180, 0, 36, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4326, 0, 360, 36, 108, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 144, 330, 30, 0, 36, 438, 0, 30, 177, 297, 0, 0, 0, 504, 0, 54, 3, 447, 180, 0, 36, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4327, 0, 360, 36, 108, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 144, 330, 30, 0, 36, 438, 0, 30, 177, 297, 0, 0, 0, 504, 0, 54, 3, 447, 180, 0, 36, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4332, 0, 707, 80, 233, 919, 0, 54, 47, 371, 0, 587, 62, 60, 0, 293, 667, 60, 0, 96, 864, 0, 60, 383, 577, 0, 0, 1, 1019, 0, 108, 6, 906, 355, 0, 77, 588, 0, 375, 117, 528, 0, 0, 960, 60, 375, 0, 117, 528, 0, 0, 372, 648
4333, 0, 707, 80, 233, 919, 0, 54, 47, 371, 0, 587, 62, 60, 0, 293, 667, 60, 0, 96, 864, 0, 60, 383, 577, 0, 0, 1, 1019, 0, 108, 6, 906, 355, 0, 77, 588, 0, 375, 117, 528, 0, 0, 960, 60, 375, 0, 117, 528, 0, 0, 372, 648
4340, 0, 360, 0, 144, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4341, 0, 360, 0, 144, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4342, 0, 360, 0, 144, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4343, 0, 360, 0, 144, 487, 0, 10, 7, 186, 0, 282, 36, 30, 0, 108, 366, 30, 0, 36, 438, 0, 30, 144, 330, 0, 0, 0, 504, 0, 54, 0, 450, 0, 216, 0, 288, 0, 0, 0, 504, 0, 0, 468, 36, 0, 0, 0, 504, 0, 0, 186, 318
4348, 0, 707, 8, 305, 919, 0, 52, 49, 371, 0, 585, 64, 60, 0, 216, 744, 60, 0, 96, 864, 0, 60, 312, 648, 0, 0, 0, 1020, 0, 108, 0, 912, 0, 432, 0, 588, 0, 375, 117, 528, 0, 0, 960, 60, 375, 0, 117, 528, 0, 0, 372, 648
4349, 0, 707, 8, 305, 919, 0, 52, 49, 371, 0, 585, 64, 60, 0, 216, 744, 60, 0, 96, 864, 0, 60, 312, 648, 0, 0, 0, 1020, 0, 108, 0, 912, 0, 432, 0, 588, 0, 375, 117, 528, 0, 0, 960, 60, 375, 0, 117, 528, 0, 0, 372, 648
6276, 0, 942, 1, 287, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 469, 713, 48, 0, 108, 1074, 0, 48, 577, 605, 648, 0, 0, 582, 81, 0, 18, 1131, 473, 0, 1, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6277, 0, 942, 1, 287, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 469, 713, 48, 0, 108, 1074, 0, 48, 577, 605, 648, 0, 0, 582, 81, 0, 18, 1131, 473, 0, 1, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6278, 0, 942, 1, 287, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 469, 713, 48, 0, 108, 1074, 0, 48, 577, 605, 648, 0, 0, 582, 81, 0, 18, 1131, 473, 0, 1, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6279, 0, 942, 1, 287, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 469, 713, 48, 0, 108, 1074, 0, 48, 577, 605, 648, 0, 0, 582, 81, 0, 18, 1131, 473, 0, 1, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6284, 0, 1850, 21, 559, 0, 2209, 79, 142, 2294, 0, 95, 41, 96, 0, 949, 1385, 96, 0, 219, 2115, 0, 96, 1168, 1166, 1296, 0, 1, 1133, 160, 0, 38, 2232, 935, 0, 13, 1482, 0, 1134, 63, 1233, 0, 591, 1800, 39, 1134, 0, 63, 1233, 0, 0, 1704, 726
6285, 0, 1850, 21, 559, 0, 2209, 79, 142, 2294, 0, 95, 41, 96, 0, 949, 1385, 96, 0, 219, 2115, 0, 96, 1168, 1166, 1296, 0, 1, 1133, 160, 0, 38, 2232, 935, 0, 13, 1482, 0, 1134, 63, 1233, 0, 591, 1800, 39, 1134, 0, 63, 1233, 0, 0, 1704, 726
6292, 0, 942, 0, 288, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6293, 0, 942, 0, 288, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6294, 0, 942, 0, 288, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6295, 0, 942, 0, 288, 0, 1195, 16, 19, 1178, 0, 16, 36, 48, 0, 468, 714, 48, 0, 108, 1074, 0, 48, 576, 606, 648, 0, 0, 582, 81, 0, 18, 1131, 0, 474, 0, 756, 0, 0, 0, 1230, 0, 326, 868, 36, 0, 0, 0, 1230, 0, 0, 852, 378
6300, 0, 1850, 15, 565, 0, 2209, 77, 144, 2294, 0, 93, 43, 96, 0, 936, 1398, 96, 0, 219, 2115, 0, 96, 1155, 1179, 1296, 0, 0, 1134, 162, 0, 36, 2232, 0, 948, 0, 1482, 0, 1134, 63, 1233, 0, 591, 1800, 39, 1134, 0, 63, 1233, 0, 0, 1704, 726
6301, 0, 1850, 15, 565, 0, 2209, 77, 144, 2294, 0, 93, 43, 96, 0, 936, 1398, 96, 0, 219, 2115, 0, 96, 1155, 1179, 1296, 0, 0, 1134, 162, 0, 36, 2232, 0, 948, 0, 1482, 0, 1134, 63, 1233, 0, 591, 1800, 39, 1134, 0, 63, 1233, 0, 0, 1704, 726
6308, 0, 780, 1, 287, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 262, 695, 111, 0, 108, 849, 0, 111, 370, 587, 564, 0, 0, 504, 0, 144, 0, 924, 473, 0, 1, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6309, 0, 780, 1, 287, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 262, 695, 111, 0, 108, 849, 0, 111, 370, 587, 564, 0, 0, 504, 0, 144, 0, 924, 473, 0, 1, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6310, 0, 780, 1, 287, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 262, 695, 111, 0, 108, 849, 0, 111, 370, 587, 564, 0, 0, 504, 0, 144, 0, 924, 473, 0, 1, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6311, 0, 780, 1, 287, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 262, 695, 111, 0, 108, 849, 0, 111, 370, 587, 564, 0, 0, 504, 0, 144, 0, 924, 473, 0, 1, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6316, 0, 1541, 14, 551, 0, 1956, 53, 97, 2004, 0, 61, 41, 222, 0, 533, 1351, 222, 0, 219, 1665, 0, 222, 752, 1132, 1128, 0, 1, 977, 0, 288, 0, 1818, 937, 0, 11, 1158, 0, 994, 41, 1071, 0, 505, 1562, 39, 994, 0, 41, 1071, 0, 0, 1500, 606
6317, 0, 1541, 14, 551, 0, 1956, 53, 97, 2004, 0, 61, 41, 222, 0, 533, 1351, 222, 0, 219, 1665, 0, 222, 752, 1132, 1128, 0, 1, 977, 0, 288, 0, 1818, 937, 0, 11, 1158, 0, 994, 41, 1071, 0, 505, 1562, 39, 994, 0, 41, 1071, 0, 0, 1500, 606
6324, 0, 780, 0, 288, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6325, 0, 780, 0, 288, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6326, 0, 780, 0, 288, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
6327, 0, 780, 0, 288, 0, 1045, 10, 13, 1022, 0, 10, 36, 111, 0, 261, 696, 111, 0, 108, 849, 0, 111, 369, 588, 564, 0, 0, 504, 0, 144, 0, 924, 0, 474, 0, 594, 0, 0, 0, 1068, 0, 272, 760, 36, 0, 0, 0, 1068, 0, 0, 750, 318
